millis,raw_data_hex
3318,55 08 00 04 05 02 0f 4f 18 55
3484,55 16 00 04 01 02 47 32 34 56
3673,55 08 00 03 04 0c 03 1b c9 55
3782,55 0a 00 04 03 05 01 00 ff 1d
3980,55 0b 00 04 03 06 00 00 80 3f
4080,55 0a 00 04 03 07 01 01 01 9c
4649,55 0a 00 04 03 05 01 01 01 9d
4748,55 0a 00 04 03 05 01 01 01 9d
4947,55 0a 00 04 03 07 01 01 03 1d
8325,55 0b 00 04 03 06 00 00 00 40
13293,55 0b 00 04 03 06 00 00 44 42
18262,55 0b 00 04 03 06 00 00 00 40
23231,55 0b 00 04 03 06 00 00 04 42
28200,55 0b 00 04 03 06 00 00 00 40
33169,55 0b 00 04 03 06 00 00 00 40
38139,55 0b 00 04 03 06 00 00 00 40
43109,55 0b 00 04 03 06 00 00 c8 41
48079,55 0b 00 04 03 06 00 00 f0 41
53148,55 0b 00 04 03 06 00 00 80 3f
58118,55 0b 00 04 03 06 00 00 80 3f
62989,55 0b 00 04 03 06 00 00 80 3f
67959,55 0b 00 04 03 06 00 00 58 42
72929,55 0b 00 04 03 06 00 00 00 40
77900,55 0b 00 04 03 06 00 00 00 40
82870,55 0b 00 04 03 06 00 00 98 41
87841,55 0b 00 04 03 06 00 00 00 40
92911,55 0b 00 04 03 06 00 00 00 40
97881,55 0b 00 04 03 06 00 00 80 3f
102752,55 0b 00 04 03 06 00 00 20 41
107723,55 0b 00 04 03 06 00 00 00 40
112693,55 0b 00 04 03 06 00 00 00 40
117664,55 0b 00 04 03 06 00 00 00 40
122634,55 0b 00 04 03 06 00 00 00 40
127604,55 0b 00 04 03 06 00 00 20 41
132575,55 0b 00 04 03 06 00 00 00 40
137546,55 0b 00 04 03 06 00 00 00 40
142517,55 0b 00 04 03 06 00 00 00 40
147487,55 0b 00 04 03 06 00 00 00 40
152458,55 0b 00 04 03 06 00 00 00 40
157429,55 0b 00 04 03 06 00 00 00 40
162399,55 0b 00 04 03 06 00 00 00 40
167470,55 0b 00 04 03 06 00 00 a2 42
172341,55 0b 00 04 03 06 00 00 00 40
177312,55 0b 00 04 03 06 00 00 40 41
182283,55 0b 00 04 03 06 00 00 00 40
187254,55 0b 00 04 03 06 00 00 00 40
192224,55 0b 00 04 03 06 00 00 00 40
197195,55 0b 00 04 03 06 00 00 00 40
202166,55 0b 00 04 03 06 00 00 00 40
207137,55 0b 00 04 03 06 00 00 00 40
212108,55 0b 00 04 03 06 00 00 00 40
217080,55 0b 00 04 03 06 00 00 20 41
222051,55 0b 00 04 03 06 00 00 00 40
227022,55 0b 00 04 03 06 00 00 00 40
231993,55 0b 00 04 03 06 00 00 00 40
236964,55 0b 00 04 03 06 00 00 00 40
241935,55 0b 00 04 03 06 00 00 20 41
246906,55 0b 00 04 03 06 00 00 00 40
251878,55 0b 00 04 03 06 00 00 00 40
256849,55 0b 00 04 03 06 00 00 00 40
261820,55 0b 00 04 03 06 00 00 00 40
266791,55 0b 00 04 03 06 00 00 20 41
271763,55 0b 00 04 03 06 00 00 00 40
276734,55 0b 00 04 03 06 00 00 00 40
281705,55 0b 00 04 03 06 00 00 48 42
286776,55 0b 00 04 03 06 00 00 80 3f
291648,55 0b 00 04 03 06 00 00 80 3f
296619,55 0b 00 04 03 06 00 00 98 41
301590,55 0b 00 04 03 06 00 00 80 3f
306561,55 0b 00 04 03 06 00 00 00 40
311631,55 0b 00 04 03 06 00 00 00 40
316503,55 0b 00 04 03 06 00 00 00 40
321474,55 0b 00 04 03 06 00 00 14 42
326445,55 0b 00 04 03 06 00 00 00 40
331416,55 0b 00 04 03 06 00 00 00 40
336386,55 0b 00 04 03 06 00 00 00 40
341357,55 0b 00 04 03 06 00 00 c8 42
346328,55 0b 00 04 03 06 00 00 00 40
351299,55 0b 00 04 03 06 00 00 00 40
