millis,raw_data_hex
3728,55 08 00 04 05 02 0f 4f 18 55
3891,55 16 00 04 01 02 47 32 34 56
4080,55 08 00 03 04 0c 03 1b c9 55
4188,55 0a 00 04 03 05 01 00 ff 1d
4387,55 0b 00 04 03 06 00 00 80 3f
4486,55 0a 00 04 03 07 01 01 01 9c
4856,55 0a 00 04 03 05 01 01 01 9d
4956,55 0a 00 04 03 05 01 01 01 9d
5254,55 0a 00 04 03 07 01 01 03 1d
8728,55 0b 00 04 03 06 00 00 c8 42
13693,55 0b 00 04 03 06 00 00 80 3f
18756,55 0b 00 04 03 06 00 00 70 42
19154,55 0a 00 04 03 07 01 01 02 dc
19650,55 0a 00 04 03 07 01 01 01 9c
20147,55 0a 00 04 03 07 01 01 03 1d
23721,55 0b 00 04 03 06 00 00 70 42
26700,55 0a 00 04 03 07 01 01 02 dc
27097,55 0a 00 04 03 07 01 01 03 1d
28090,55 0a 00 04 03 07 01 01 02 dc
28587,55 0b 00 04 03 06 00 00 00 40
29083,55 0a 00 04 03 07 01 01 03 1d
32161,55 0a 00 04 03 07 01 01 02 dc
33552,55 0b 00 04 03 06 00 00 00 40
35040,55 0a 00 04 03 07 01 01 01 9c
36531,55 0a 00 04 03 07 01 01 03 1d
37027,55 0a 00 04 03 07 01 01 02 dc
38119,55 0a 00 04 03 07 01 01 01 9c
38516,55 0b 00 04 03 06 00 00 80 3f
39609,55 0a 00 04 03 07 01 01 02 dc
41098,55 0a 00 04 03 07 01 01 01 9c
41595,55 0a 00 04 03 07 01 01 02 dc
43581,55 0b 00 04 03 06 00 00 80 3f
43680,55 0a 00 04 03 07 01 01 01 9c
44078,55 0a 00 04 03 07 01 01 02 dc
44475,55 0a 00 04 03 07 01 01 03 1d
46461,55 0a 00 04 03 07 01 01 02 dc
48447,55 0b 00 04 03 06 00 00 00 40
50930,55 0a 00 04 03 07 01 01 01 9c
51426,55 0a 00 04 03 07 01 01 02 dc
52022,55 0a 00 04 03 07 01 01 03 1d
52419,55 0a 00 04 03 07 01 01 01 9c
53016,55 0a 00 04 03 07 01 01 02 dc
53412,55 0b 00 04 03 06 00 00 00 40
54009,55 0a 00 04 03 07 01 01 03 1d
55399,55 0a 00 04 03 07 01 01 01 9c
55995,55 0a 00 04 03 07 01 01 03 1d
58378,55 0b 00 04 03 06 00 00 a8 41
61854,55 0a 00 04 03 07 01 01 01 9c
62351,55 0a 00 04 03 07 01 01 03 1d
63443,55 0b 00 04 03 06 00 00 00 40
64337,55 0a 00 04 03 07 01 01 01 9c
64834,55 0a 00 04 03 07 01 01 02 dc
68310,55 0b 00 04 03 06 00 00 00 40
73275,55 0b 00 04 03 06 00 00 00 40
73772,55 0a 00 04 03 07 01 01 01 9c
74865,55 0a 00 04 03 07 01 01 02 dc
75759,55 0a 00 04 03 07 01 01 03 1d
76751,55 0a 00 04 03 07 01 01 01 9c
77745,55 0a 00 04 03 07 01 01 03 1d
78341,55 0b 00 04 03 06 00 00 80 3f
78837,55 0a 00 04 03 07 01 01 01 9c
79234,55 0a 00 04 03 07 01 01 02 dc
79731,55 0a 00 04 03 07 01 01 01 9c
80228,55 0a 00 04 03 07 01 01 02 dc
81221,55 0a 00 04 03 07 01 01 01 9c
81718,55 0a 00 04 03 07 01 01 03 1d
82214,55 0a 00 04 03 07 01 01 02 dc
82810,55 0a 00 04 03 07 01 01 03 1d
83307,55 0b 00 04 03 06 00 00 00 40
84201,55 0a 00 04 03 07 01 01 02 dc
87180,55 0a 00 04 03 07 01 01 01 9c
88174,55 0b 00 04 03 06 00 00 00 40
88273,55 0a 00 04 03 07 01 01 03 1d
89166,55 0a 00 04 03 07 01 01 01 9c
89663,55 0a 00 04 03 07 01 01 02 dc
91153,55 0a 00 04 03 07 01 01 03 1d
93139,55 0b 00 04 03 06 00 00 80 3f
94232,55 0a 00 04 03 07 01 01 02 dc
97211,55 0a 00 04 03 07 01 01 01 9c
98205,55 0b 00 04 03 06 00 00 00 40
98304,55 0a 00 04 03 07 01 01 02 dc
103071,55 0b 00 04 03 06 00 00 00 40
103568,55 0a 00 04 03 07 01 01 03 1d
104561,55 0a 00 04 03 07 01 01 02 dc
108037,55 0b 00 04 03 06 00 00 00 40
110520,55 0a 00 04 03 07 01 01 03 1d
111513,55 0a 00 04 03 07 01 01 02 dc
112507,55 0a 00 04 03 07 01 01 03 1d
113003,55 0b 00 04 03 06 00 00 00 40
114990,55 0a 00 04 03 07 01 01 02 dc
116082,55 0a 00 04 03 07 01 01 03 1d
117969,55 0b 00 04 03 06 00 00 00 40
119459,55 0a 00 04 03 07 01 01 02 dc
120452,55 0a 00 04 03 07 01 01 03 1d
122439,55 0a 00 04 03 07 01 01 02 dc
122935,55 0b 00 04 03 06 00 00 00 40
123035,55 0a 00 04 03 07 01 01 01 9c
123531,55 0a 00 04 03 07 01 01 03 1d
125418,55 0a 00 04 03 07 01 01 02 dc
127901,55 0b 00 04 03 06 00 00 00 40
131973,55 0a 00 04 03 07 01 01 03 1d
132470,55 0a 00 04 03 07 01 01 02 dc
132867,55 0b 00 04 03 06 00 00 00 40
135847,55 0a 00 04 03 07 01 01 03 1d
137436,55 0a 00 04 03 07 01 01 02 dc
137833,55 0b 00 04 03 06 00 00 20 41
137933,55 0a 00 04 03 07 01 01 01 9c
138827,55 0a 00 04 03 07 01 01 02 dc
140316,55 0a 00 04 03 07 01 01 03 1d
142303,55 0a 00 04 03 07 01 01 02 dc
142800,55 0b 00 04 03 06 00 00 00 40
145779,55 0a 00 04 03 07 01 01 03 1d
147865,55 0b 00 04 03 06 00 00 00 40
150349,55 0a 00 04 03 07 01 01 01 9c
150845,55 0a 00 04 03 07 01 01 03 1d
151242,55 0a 00 04 03 07 01 01 02 dc
152733,55 0b 00 04 03 06 00 00 b0 41
152832,55 0a 00 04 03 07 01 01 03 1d
154719,55 0a 00 04 03 07 01 01 02 dc
155812,55 0a 00 04 03 07 01 01 03 1d
156706,55 0a 00 04 03 07 01 01 02 dc
157699,55 0b 00 04 03 06 00 00 00 40
157798,55 0a 00 04 03 07 01 01 03 1d
158791,55 0a 00 04 03 07 01 01 01 9c
159189,55 0a 00 04 03 07 01 01 03 1d
162665,55 0b 00 04 03 06 00 00 20 41
167135,55 0a 00 04 03 07 01 01 02 dc
167632,55 0b 00 04 03 06 00 00 00 40
168128,55 0a 00 04 03 07 01 01 03 1d
171108,55 0a 00 04 03 07 01 01 01 9c
171605,55 0a 00 04 03 07 01 01 02 dc
172697,55 0b 00 04 03 06 00 00 80 3f
173095,55 0a 00 04 03 07 01 01 01 9c
173591,55 0a 00 04 03 07 01 01 02 dc
174088,55 0a 00 04 03 07 01 01 03 1d
177663,55 0b 00 04 03 06 00 00 30 42
179551,55 0a 00 04 03 07 01 01 02 dc
182530,55 0b 00 04 03 06 00 00 00 40
184517,55 0a 00 04 03 07 01 01 03 1d
186007,55 0a 00 04 03 07 01 01 01 9c
186503,55 0a 00 04 03 07 01 01 02 dc
187496,55 0b 00 04 03 06 00 00 00 40
191569,55 0a 00 04 03 07 01 01 03 1d
192463,55 0b 00 04 03 06 00 00 00 40
192562,55 0a 00 04 03 07 01 01 02 dc
197430,55 0b 00 04 03 06 00 00 00 40
201900,55 0a 00 04 03 07 01 01 01 9c
202396,55 0b 00 04 03 06 00 00 00 40
202496,55 0a 00 04 03 07 01 01 03 1d
202893,55 0a 00 04 03 07 01 01 01 9c
203390,55 0a 00 04 03 07 01 01 03 1d
205873,55 0a 00 04 03 07 01 01 01 9c
206370,55 0a 00 04 03 07 01 01 02 dc
207363,55 0b 00 04 03 06 00 00 00 40
208853,55 0a 00 04 03 07 01 01 01 9c
209350,55 0a 00 04 03 07 01 01 02 dc
212329,55 0b 00 04 03 06 00 00 00 40
214317,55 0a 00 04 03 07 01 01 01 9c
215310,55 0a 00 04 03 07 01 01 02 dc
217297,55 0b 00 04 03 06 00 00 00 40
221270,55 0a 00 04 03 07 01 01 03 1d
222363,55 0b 00 04 03 06 00 00 90 41
222462,55 0a 00 04 03 07 01 01 02 dc
223356,55 0a 00 04 03 07 01 01 03 1d
227230,55 0b 00 04 03 06 00 00 80 3f
228224,55 0a 00 04 03 07 01 01 01 9c
228720,55 0a 00 04 03 07 01 01 03 1d
230707,55 0a 00 04 03 07 01 01 02 dc
232197,55 0b 00 04 03 06 00 00 00 40
235674,55 0a 00 04 03 07 01 01 03 1d
236667,55 0a 00 04 03 07 01 01 01 9c
237164,55 0b 00 04 03 06 00 00 00 40
237263,55 0a 00 04 03 07 01 01 02 dc
238157,55 0a 00 04 03 07 01 01 01 9c
238654,55 0a 00 04 03 07 01 01 02 dc
242131,55 0b 00 04 03 06 00 00 00 40
247098,55 0b 00 04 03 06 00 00 00 40
251067,55 0a 00 04 03 07 01 01 01 9c
251567,55 0a 00 04 03 07 01 01 02 dc
252064,55 0b 00 04 03 06 00 00 00 40
255541,55 0a 00 04 03 07 01 01 01 9c
256037,55 0a 00 04 03 07 01 01 03 1d
257031,55 0b 00 04 03 06 00 00 00 40
257130,55 0a 00 04 03 07 01 01 01 9c
257527,55 0a 00 04 03 07 01 01 03 1d
260507,55 0a 00 04 03 07 01 01 02 dc
261997,55 0b 00 04 03 06 00 00 00 40
262494,55 0a 00 04 03 07 01 01 01 9c
263090,55 0a 00 04 03 07 01 01 03 1d
264481,55 0a 00 04 03 07 01 01 02 dc
265573,55 0a 00 04 03 07 01 01 03 1d
266964,55 0b 00 04 03 06 00 00 80 3f
271931,55 0b 00 04 03 06 00 00 80 3f
273421,55 0a 00 04 03 07 01 01 01 9c
274414,55 0a 00 04 03 07 01 01 03 1d
276897,55 0b 00 04 03 06 00 00 80 3f
278883,55 0a 00 04 03 07 01 01 02 dc
279380,55 0a 00 04 03 07 01 01 01 9c
279877,55 0a 00 04 03 07 01 01 03 1d
280373,55 0a 00 04 03 07 01 01 02 dc
281863,55 0b 00 04 03 06 00 00 00 40
285837,55 0a 00 04 03 07 01 01 01 9c
286433,55 0a 00 04 03 07 01 01 03 1d
286830,55 0b 00 04 03 06 00 00 80 3f
291300,55 0a 00 04 03 07 01 01 02 dc
291797,55 0b 00 04 03 06 00 00 00 40
295273,55 0a 00 04 03 07 01 01 03 1d
296863,55 0b 00 04 03 06 00 00 00 40
297260,55 0a 00 04 03 07 01 01 02 dc
298253,55 0a 00 04 03 07 01 01 01 9c
298750,55 0a 00 04 03 07 01 01 03 1d
