millis,raw_data_hex
3728,55 08 00 04 05 02 0f 4f 18 55
3891,55 16 00 04 01 02 47 32 34 56
4080,55 08 00 03 04 0c 03 1b c9 55
4189,55 0a 00 04 03 05 01 00 ff 1d
4387,55 0b 00 04 03 06 00 00 80 3f
4486,55 0a 00 04 03 07 01 01 01 9c
4857,55 0a 00 04 03 05 01 01 01 9d
4956,55 0a 00 04 03 05 01 01 01 9d
5254,55 0a 00 04 03 07 01 01 03 1d
8828,55 0b 00 04 03 06 00 00 30 41
13792,55 0b 00 04 03 06 00 00 14 42
13892,55 0a 00 04 03 07 01 01 02 dc
14686,55 0a 00 04 03 07 01 01 03 1d
16672,55 0a 00 04 03 07 01 01 01 9c
17168,55 0a 00 04 03 07 01 01 03 1d
18658,55 0b 00 04 03 06 00 00 00 40
19651,55 0a 00 04 03 07 01 01 01 9c
20247,55 0a 00 04 03 07 01 01 02 dc
21140,55 0a 00 04 03 07 01 01 03 1d
23722,55 0b 00 04 03 06 00 00 be 42
26602,55 0a 00 04 03 07 01 01 01 9c
27099,55 0a 00 04 03 07 01 01 03 1d
28687,55 0b 00 04 03 06 00 00 c8 41
33554,55 0b 00 04 03 06 00 00 3c 42
38520,55 0b 00 04 03 06 00 00 80 3f
41003,55 0a 00 04 03 07 01 01 01 9c
41499,55 0a 00 04 03 07 01 01 02 dc
42493,55 0a 00 04 03 07 01 01 03 1d
43486,55 0b 00 04 03 06 00 00 00 40
48551,55 0b 00 04 03 06 00 00 80 3f
52525,55 0a 00 04 03 07 01 01 02 dc
53418,55 0b 00 04 03 06 00 00 20 41
54015,55 0a 00 04 03 07 01 01 03 1d
58385,55 0b 00 04 03 06 00 00 30 41
63352,55 0b 00 04 03 06 00 00 80 3f
67325,55 0a 00 04 03 07 01 01 01 9c
67822,55 0a 00 04 03 07 01 01 02 dc
68318,55 0b 00 04 03 06 00 00 00 40
68418,55 0a 00 04 03 07 01 01 03 1d
69908,55 0a 00 04 03 07 01 01 01 9c
70305,55 0a 00 04 03 07 01 01 03 1d
73285,55 0b 00 04 03 06 00 00 00 40
75868,55 0a 00 04 03 07 01 01 01 9c
76265,55 0a 00 04 03 07 01 01 03 1d
78252,55 0b 00 04 03 06 00 00 40 41
80238,55 0a 00 04 03 07 01 01 02 dc
80735,55 0a 00 04 03 07 01 01 03 1d
81728,55 0a 00 04 03 07 01 01 02 dc
83219,55 0b 00 04 03 06 00 00 00 40
83715,55 0a 00 04 03 07 01 01 03 1d
84709,55 0a 00 04 03 07 01 01 02 dc
86199,55 0a 00 04 03 07 01 01 03 1d
88185,55 0b 00 04 03 06 00 00 80 3f
93251,55 0b 00 04 03 06 00 00 00 40
95139,55 0a 00 04 03 07 01 01 01 9c
95635,55 0a 00 04 03 07 01 01 03 1d
98119,55 0b 00 04 03 06 00 00 00 40
100602,55 0a 00 04 03 07 01 01 01 9c
101099,55 0a 00 04 03 07 01 01 02 dc
101596,55 0a 00 04 03 07 01 01 01 9c
102092,55 0a 00 04 03 07 01 01 03 1d
103086,55 0b 00 04 03 06 00 00 00 40
103185,55 0a 00 04 03 07 01 01 02 dc
104576,55 0a 00 04 03 07 01 01 03 1d
106562,55 0a 00 04 03 07 01 01 01 9c
107158,55 0a 00 04 03 07 01 01 03 1d
108052,55 0b 00 04 03 06 00 00 80 3f
111032,55 0a 00 04 03 07 01 01 02 dc
112025,55 0a 00 04 03 07 01 01 03 1d
112522,55 0a 00 04 03 07 01 01 02 dc
113019,55 0b 00 04 03 06 00 00 00 40
113615,55 0a 00 04 03 07 01 01 03 1d
117986,55 0b 00 04 03 06 00 00 80 3f
122952,55 0b 00 04 03 06 00 00 20 41
126429,55 0a 00 04 03 07 01 01 01 9c
126926,55 0a 00 04 03 07 01 01 03 1d
127919,55 0b 00 04 03 06 00 00 80 3f
130005,55 0a 00 04 03 07 01 01 01 9c
130501,55 0a 00 04 03 07 01 01 03 1d
132886,55 0b 00 04 03 06 00 00 6c 42
137852,55 0b 00 04 03 06 00 00 80 3f
139342,55 0a 00 04 03 07 01 01 01 9c
139839,55 0a 00 04 03 07 01 01 03 1d
140335,55 0a 00 04 03 07 01 01 02 dc
142422,55 0a 00 04 03 07 01 01 03 1d
142918,55 0b 00 04 03 06 00 00 00 40
143018,55 0a 00 04 03 07 01 01 02 dc
145899,55 0a 00 04 03 07 01 01 03 1d
146296,55 0a 00 04 03 07 01 01 02 dc
146793,55 0a 00 04 03 07 01 01 03 1d
147786,55 0b 00 04 03 06 00 00 00 40
152753,55 0b 00 04 03 06 00 00 80 3f
155733,55 0a 00 04 03 07 01 01 02 dc
156727,55 0a 00 04 03 07 01 01 03 1d
157819,55 0b 00 04 03 06 00 00 00 40
158714,55 0a 00 04 03 07 01 01 02 dc
159210,55 0a 00 04 03 07 01 01 03 1d
162191,55 0a 00 04 03 07 01 01 02 dc
162687,55 0b 00 04 03 06 00 00 00 40
167654,55 0b 00 04 03 06 00 00 00 40
172622,55 0b 00 04 03 06 00 00 00 40
172721,55 0a 00 04 03 07 01 01 01 9c
173119,55 0a 00 04 03 07 01 01 03 1d
174111,55 0a 00 04 03 07 01 01 02 dc
177191,55 0a 00 04 03 07 01 01 03 1d
177688,55 0b 00 04 03 06 00 00 00 40
177787,55 0a 00 04 03 07 01 01 01 9c
179079,55 0a 00 04 03 07 01 01 02 dc
182557,55 0b 00 04 03 06 00 00 00 40
184043,55 0a 00 04 03 07 01 01 03 1d
187524,55 0b 00 04 03 06 00 00 80 3f
188120,55 0a 00 04 03 07 01 01 01 9c
188518,55 0a 00 04 03 07 01 01 02 dc
190008,55 0a 00 04 03 07 01 01 01 9c
190505,55 0a 00 04 03 07 01 01 03 1d
191001,55 0a 00 04 03 07 01 01 01 9c
191498,55 0a 00 04 03 07 01 01 02 dc
192492,55 0b 00 04 03 06 00 00 00 40
194479,55 0a 00 04 03 07 01 01 01 9c
195472,55 0a 00 04 03 07 01 01 02 dc
196962,55 0a 00 04 03 07 01 01 01 9c
197459,55 0b 00 04 03 06 00 00 00 40
197558,55 0a 00 04 03 07 01 01 02 dc
200539,55 0a 00 04 03 07 01 01 03 1d
202426,55 0b 00 04 03 06 00 00 80 3f
207493,55 0b 00 04 03 06 00 00 00 40
210871,55 0a 00 04 03 07 01 01 02 dc
211368,55 0a 00 04 03 07 01 01 03 1d
212361,55 0b 00 04 03 06 00 00 00 40
212461,55 0a 00 04 03 07 01 01 02 dc
213355,55 0a 00 04 03 07 01 01 03 1d
215839,55 0a 00 04 03 07 01 01 02 dc
217329,55 0b 00 04 03 06 00 00 00 40
218322,55 0a 00 04 03 07 01 01 03 1d
222395,55 0b 00 04 03 06 00 00 00 40
227264,55 0b 00 04 03 06 00 00 80 3f
232330,55 0b 00 04 03 06 00 00 80 3f
235211,55 0a 00 04 03 07 01 01 01 9c
235708,55 0a 00 04 03 07 01 01 02 dc
236205,55 0a 00 04 03 07 01 01 03 1d
237297,55 0b 00 04 03 06 00 00 00 40
238688,55 0a 00 04 03 07 01 01 02 dc
240178,55 0a 00 04 03 07 01 01 01 9c
240675,55 0a 00 04 03 07 01 01 02 dc
241669,55 0a 00 04 03 07 01 01 01 9c
242166,55 0b 00 04 03 06 00 00 00 40
242265,55 0a 00 04 03 07 01 01 03 1d
244649,55 0a 00 04 03 07 01 01 02 dc
245742,55 0a 00 04 03 07 01 01 01 9c
247133,55 0b 00 04 03 06 00 00 00 40
247232,55 0a 00 04 03 07 01 01 02 dc
248225,55 0a 00 04 03 07 01 01 03 1d
251107,55 0a 00 04 03 07 01 01 02 dc
251604,55 0a 00 04 03 07 01 01 03 1d
252200,55 0b 00 04 03 06 00 00 80 3f
257068,55 0b 00 04 03 06 00 00 80 3f
262036,55 0b 00 04 03 06 00 00 00 40
267003,55 0b 00 04 03 06 00 00 80 3f
271971,55 0b 00 04 03 06 00 00 00 40
272468,55 0a 00 04 03 07 01 01 01 9c
272964,55 0a 00 04 03 07 01 01 03 1d
274455,55 0a 00 04 03 07 01 01 02 dc
275448,55 0a 00 04 03 07 01 01 03 1d
276442,55 0a 00 04 03 07 01 01 01 9c
276939,55 0b 00 04 03 06 00 00 00 40
277435,55 0a 00 04 03 07 01 01 03 1d
278429,55 0a 00 04 03 07 01 01 02 dc
279423,55 0a 00 04 03 07 01 01 03 1d
282006,55 0b 00 04 03 06 00 00 00 40
286874,55 0b 00 04 03 06 00 00 98 41
286973,55 0a 00 04 03 07 01 01 02 dc
288364,55 0a 00 04 03 07 01 01 03 1d
290351,55 0a 00 04 03 07 01 01 01 9c
290848,55 0a 00 04 03 07 01 01 03 1d
291941,55 0b 00 04 03 06 00 00 8a 42
294822,55 0a 00 04 03 07 01 01 02 dc
296312,55 0a 00 04 03 07 01 01 03 1d
296809,55 0b 00 04 03 06 00 00 0c 42
301776,55 0b 00 04 03 06 00 00 c8 42
306743,55 0b 00 04 03 06 00 00 80 3f
309823,55 0a 00 04 03 07 01 01 01 9c
310220,55 0a 00 04 03 07 01 01 03 1d
311710,55 0b 00 04 03 06 00 00 80 3f
315187,55 0a 00 04 03 07 01 01 02 dc
315684,55 0a 00 04 03 07 01 01 03 1d
316678,55 0b 00 04 03 06 00 00 00 40
317671,55 0a 00 04 03 07 01 01 02 dc
318168,55 0a 00 04 03 07 01 01 01 9c
318764,55 0a 00 04 03 07 01 01 03 1d
321248,55 0a 00 04 03 07 01 01 01 9c
321645,55 0b 00 04 03 06 00 00 80 3f
321744,55 0a 00 04 03 07 01 01 03 1d
323632,55 0a 00 04 03 07 01 01 02 dc
326612,55 0b 00 04 03 06 00 00 00 40
328103,55 0a 00 04 03 07 01 01 03 1d
330090,55 0a 00 04 03 07 01 01 02 dc
331679,55 0b 00 04 03 06 00 00 00 40
331779,55 0a 00 04 03 07 01 01 03 1d
334660,55 0a 00 04 03 07 01 01 02 dc
335554,55 0a 00 04 03 07 01 01 01 9c
336051,55 0a 00 04 03 07 01 01 02 dc
336547,55 0b 00 04 03 06 00 00 00 40
337144,55 0a 00 04 03 07 01 01 03 1d
338534,55 0a 00 04 03 07 01 01 01 9c
339031,55 0a 00 04 03 07 01 01 03 1d
341018,55 0a 00 04 03 07 01 01 01 9c
341515,55 0b 00 04 03 06 00 00 00 40
342012,55 0a 00 04 03 07 01 01 02 dc
342509,55 0a 00 04 03 07 01 01 03 1d
346482,55 0b 00 04 03 06 00 00 00 40
346582,55 0a 00 04 03 07 01 01 01 9c
