millis,raw_data_hex
3731,55 08 00 04 05 02 0f 4f 18 55
3894,55 16 00 04 01 02 47 32 34 56
4083,55 08 00 03 04 0c 03 1b c9 55
4192,55 0a 00 04 03 05 01 00 ff 1d
4390,55 0b 00 04 03 06 00 00 80 3f
4490,55 0a 00 04 03 07 01 01 01 9c
4959,55 0a 00 04 03 05 01 01 01 9d
5059,55 0a 00 04 03 05 01 01 01 9d
5257,55 0a 00 04 03 07 01 01 03 1d
8735,55 0b 00 04 03 06 00 00 60 41
13702,55 0b 00 04 03 06 00 00 80 3f
18770,55 0b 00 04 03 06 00 00 80 3f
23639,55 0b 00 04 03 06 00 00 c8 42
28708,55 0b 00 04 03 06 00 00 80 3f
33577,55 0b 00 04 03 06 00 00 c8 42
38547,55 0b 00 04 03 06 00 00 c8 42
43516,55 0b 00 04 03 06 00 00 54 42
48486,55 0b 00 04 03 06 00 00 00 40
53456,55 0b 00 04 03 06 00 00 34 42
58426,55 0b 00 04 03 06 00 00 00 40
63396,55 0b 00 04 03 06 00 00 00 40
68367,55 0b 00 04 03 06 00 00 28 42
73337,55 0b 00 04 03 06 00 00 00 40
78307,55 0b 00 04 03 06 00 00 00 40
83277,55 0b 00 04 03 06 00 00 00 40
88248,55 0b 00 04 03 06 00 00 00 40
93218,55 0b 00 04 03 06 00 00 00 40
98189,55 0b 00 04 03 06 00 00 34 42
103159,55 0b 00 04 03 06 00 00 c8 42
108130,55 0b 00 04 03 06 00 00 c8 42
113100,55 0b 00 04 03 06 00 00 00 40
118071,55 0b 00 04 03 06 00 00 00 40
123041,55 0b 00 04 03 06 00 00 00 40
128012,55 0b 00 04 03 06 00 00 00 40
132983,55 0b 00 04 03 06 00 00 00 40
137953,55 0b 00 04 03 06 00 00 00 40
142924,55 0b 00 04 03 06 00 00 00 40
147895,55 0b 00 04 03 06 00 00 b0 42
152865,55 0b 00 04 03 06 00 00 24 42
157836,55 0b 00 04 03 06 00 00 00 40
162807,55 0b 00 04 03 06 00 00 00 40
167778,55 0b 00 04 03 06 00 00 00 40
172749,55 0b 00 04 03 06 00 00 00 40
177719,55 0b 00 04 03 06 00 00 00 40
182690,55 0b 00 04 03 06 00 00 28 42
187661,55 0b 00 04 03 06 00 00 00 40
192632,55 0b 00 04 03 06 00 00 00 40
197603,55 0b 00 04 03 06 00 00 00 40
202575,55 0b 00 04 03 06 00 00 00 40
207546,55 0b 00 04 03 06 00 00 00 40
209037,55 0a 00 04 03 07 01 01 01 9c
209534,55 0a 00 04 03 07 01 01 03 1d
212517,55 0b 00 04 03 06 00 00 00 40
217488,55 0b 00 04 03 06 00 00 00 40
222459,55 0b 00 04 03 06 00 00 00 40
