millis,raw_data_hex
3728,55 08 00 04 05 02 0f 4f 18 55
3891,55 16 00 04 01 02 47 32 34 56
4080,55 08 00 03 04 0c 03 1b c9 55
4189,55 0a 00 04 03 05 01 00 ff 1d
4387,55 0b 00 04 03 06 00 00 80 3f
4487,55 0a 00 04 03 07 01 01 01 9c
4857,55 0a 00 04 03 05 01 01 01 9d
4956,55 0a 00 04 03 05 01 01 01 9d
5254,55 0a 00 04 03 07 01 01 03 1d
8729,55 0b 00 04 03 06 00 00 20 41
13692,55 0b 00 04 03 06 00 00 80 3f
18657,55 0b 00 04 03 06 00 00 80 3f
21139,55 0a 00 04 03 07 01 01 01 9c
21636,55 0a 00 04 03 07 01 01 02 dc
22132,55 0a 00 04 03 07 01 01 01 9c
22629,55 0a 00 04 03 07 01 01 03 1d
23621,55 0b 00 04 03 06 00 00 00 40
24614,55 0a 00 04 03 07 01 01 02 dc
25607,55 0a 00 04 03 07 01 01 03 1d
28587,55 0b 00 04 03 06 00 00 00 40
29580,55 0a 00 04 03 07 01 01 02 dc
30076,55 0a 00 04 03 07 01 01 03 1d
31665,55 0a 00 04 03 07 01 01 02 dc
32062,55 0a 00 04 03 07 01 01 03 1d
33155,55 0a 00 04 03 07 01 01 01 9c
33552,55 0b 00 04 03 06 00 00 00 40
33651,55 0a 00 04 03 07 01 01 02 dc
34048,55 0a 00 04 03 07 01 01 03 1d
35041,55 0a 00 04 03 07 01 01 02 dc
38517,55 0b 00 04 03 06 00 00 00 40
40007,55 0a 00 04 03 07 01 01 01 9c
40503,55 0a 00 04 03 07 01 01 02 dc
41496,55 0a 00 04 03 07 01 01 01 9c
42489,55 0a 00 04 03 07 01 01 03 1d
43482,55 0b 00 04 03 06 00 00 00 40
43582,55 0a 00 04 03 07 01 01 02 dc
44476,55 0a 00 04 03 07 01 01 01 9c
44972,55 0a 00 04 03 07 01 01 02 dc
45469,55 0a 00 04 03 07 01 01 03 1d
46462,55 0a 00 04 03 07 01 01 02 dc
47455,55 0a 00 04 03 07 01 01 01 9c
48448,55 0b 00 04 03 06 00 00 00 40
48547,55 0a 00 04 03 07 01 01 02 dc
49043,55 0a 00 04 03 07 01 01 03 1d
49441,55 0a 00 04 03 07 01 01 01 9c
50037,55 0a 00 04 03 07 01 01 02 dc
51428,55 0a 00 04 03 07 01 01 03 1d
53414,55 0b 00 04 03 06 00 00 00 40
54407,55 0a 00 04 03 07 01 01 01 9c
54904,55 0a 00 04 03 07 01 01 03 1d
55897,55 0a 00 04 03 07 01 01 02 dc
56393,55 0a 00 04 03 07 01 01 01 9c
56890,55 0a 00 04 03 07 01 01 03 1d
57387,55 0a 00 04 03 07 01 01 02 dc
58380,55 0b 00 04 03 06 00 00 00 40
60366,55 0a 00 04 03 07 01 01 03 1d
61458,55 0a 00 04 03 07 01 01 02 dc
62352,55 0a 00 04 03 07 01 01 03 1d
62849,55 0a 00 04 03 07 01 01 02 dc
63346,55 0b 00 04 03 06 00 00 00 40
64836,55 0a 00 04 03 07 01 01 01 9c
65828,55 0a 00 04 03 07 01 01 03 1d
67318,55 0a 00 04 03 07 01 01 02 dc
68312,55 0b 00 04 03 06 00 00 00 40
68808,55 0a 00 04 03 07 01 01 03 1d
69801,55 0a 00 04 03 07 01 01 02 dc
70298,55 0a 00 04 03 07 01 01 03 1d
73278,55 0b 00 04 03 06 00 00 00 40
73377,55 0a 00 04 03 07 01 01 01 9c
73774,55 0a 00 04 03 07 01 01 02 dc
74370,55 0a 00 04 03 07 01 01 01 9c
75264,55 0a 00 04 03 07 01 01 02 dc
76754,55 0a 00 04 03 07 01 01 03 1d
78244,55 0b 00 04 03 06 00 00 00 40
79237,55 0a 00 04 03 07 01 01 01 9c
79833,55 0a 00 04 03 07 01 01 03 1d
80727,55 0a 00 04 03 07 01 01 01 9c
81720,55 0a 00 04 03 07 01 01 03 1d
83210,55 0b 00 04 03 06 00 00 80 3f
86189,55 0a 00 04 03 07 01 01 02 dc
87183,55 0a 00 04 03 07 01 01 03 1d
87679,55 0a 00 04 03 07 01 01 01 9c
88176,55 0b 00 04 03 06 00 00 00 40
88275,55 0a 00 04 03 07 01 01 02 dc
88672,55 0a 00 04 03 07 01 01 03 1d
92149,55 0a 00 04 03 07 01 01 01 9c
92646,55 0a 00 04 03 07 01 01 03 1d
93142,55 0b 00 04 03 06 00 00 00 40
97116,55 0a 00 04 03 07 01 01 01 9c
97612,55 0a 00 04 03 07 01 01 03 1d
98109,55 0b 00 04 03 06 00 00 e8 41
102081,55 0a 00 04 03 07 01 01 02 dc
102578,55 0a 00 04 03 07 01 01 01 9c
103075,55 0b 00 04 03 06 00 00 00 40
103174,55 0a 00 04 03 07 01 01 03 1d
105558,55 0a 00 04 03 07 01 01 02 dc
107047,55 0a 00 04 03 07 01 01 01 9c
107544,55 0a 00 04 03 07 01 01 03 1d
108140,55 0b 00 04 03 06 00 00 80 3f
111517,55 0a 00 04 03 07 01 01 02 dc
112014,55 0a 00 04 03 07 01 01 03 1d
113007,55 0b 00 04 03 06 00 00 80 3f
118073,55 0b 00 04 03 06 00 00 00 40
118470,55 0a 00 04 03 07 01 01 02 dc
119463,55 0a 00 04 03 07 01 01 01 9c
120059,55 0a 00 04 03 07 01 01 03 1d
123039,55 0b 00 04 03 06 00 00 00 40
127906,55 0b 00 04 03 06 00 00 20 41
128005,55 0a 00 04 03 07 01 01 02 dc
128403,55 0a 00 04 03 07 01 01 03 1d
132872,55 0b 00 04 03 06 00 00 00 40
132972,55 0a 00 04 03 07 01 01 02 dc
133369,55 0a 00 04 03 07 01 01 03 1d
134362,55 0a 00 04 03 07 01 01 02 dc
134859,55 0a 00 04 03 07 01 01 03 1d
137838,55 0b 00 04 03 06 00 00 30 41
139328,55 0a 00 04 03 07 01 01 02 dc
139825,55 0a 00 04 03 07 01 01 03 1d
142805,55 0b 00 04 03 06 00 00 c8 42
147771,55 0b 00 04 03 06 00 00 c8 42
147870,55 0a 00 04 03 07 01 01 01 9c
148367,55 0a 00 04 03 07 01 01 02 dc
148764,55 0a 00 04 03 07 01 01 03 1d
151744,55 0a 00 04 03 07 01 01 02 dc
152737,55 0b 00 04 03 06 00 00 84 42
152836,55 0a 00 04 03 07 01 01 01 9c
153234,55 0a 00 04 03 07 01 01 03 1d
157703,55 0b 00 04 03 06 00 00 00 40
158697,55 0a 00 04 03 07 01 01 02 dc
159690,55 0a 00 04 03 07 01 01 03 1d
162670,55 0b 00 04 03 06 00 00 68 42
162769,55 0a 00 04 03 07 01 01 02 dc
163166,55 0a 00 04 03 07 01 01 03 1d
167636,55 0b 00 04 03 06 00 00 20 41
172602,55 0b 00 04 03 06 00 00 24 42
177171,55 0a 00 04 03 07 01 01 01 9c
177569,55 0b 00 04 03 06 00 00 00 40
177668,55 0a 00 04 03 07 01 01 02 dc
178562,55 0a 00 04 03 07 01 01 03 1d
181144,55 0a 00 04 03 07 01 01 02 dc
182038,55 0a 00 04 03 07 01 01 03 1d
182634,55 0b 00 04 03 06 00 00 80 3f
182734,55 0a 00 04 03 07 01 01 01 9c
183628,55 0a 00 04 03 07 01 01 03 1d
185515,55 0a 00 04 03 07 01 01 02 dc
186607,55 0a 00 04 03 07 01 01 03 1d
187501,55 0b 00 04 03 06 00 00 c8 42
189488,55 0a 00 04 03 07 01 01 02 dc
189985,55 0a 00 04 03 07 01 01 03 1d
192468,55 0b 00 04 03 06 00 00 80 3f
194951,55 0a 00 04 03 07 01 01 02 dc
195945,55 0a 00 04 03 07 01 01 03 1d
197435,55 0b 00 04 03 06 00 00 e0 41
202401,55 0b 00 04 03 06 00 00 c8 42
207367,55 0b 00 04 03 06 00 00 80 3f
212334,55 0b 00 04 03 06 00 00 80 3f
212830,55 0a 00 04 03 07 01 01 02 dc
213824,55 0a 00 04 03 07 01 01 03 1d
217400,55 0b 00 04 03 06 00 00 80 3f
222366,55 0b 00 04 03 06 00 00 58 42
224353,55 0a 00 04 03 07 01 01 02 dc
225247,55 0a 00 04 03 07 01 01 03 1d
226339,55 0a 00 04 03 07 01 01 01 9c
226737,55 0a 00 04 03 07 01 01 02 dc
227333,55 0b 00 04 03 06 00 00 20 41
227432,55 0a 00 04 03 07 01 01 01 9c
227730,55 0a 00 04 03 07 01 01 03 1d
232299,55 0b 00 04 03 06 00 00 80 3f
234187,55 0a 00 04 03 07 01 01 01 9c
234783,55 0a 00 04 03 07 01 01 03 1d
236670,55 0a 00 04 03 07 01 01 01 9c
237266,55 0b 00 04 03 06 00 00 c8 42
237365,55 0a 00 04 03 07 01 01 03 1d
242134,55 0b 00 04 03 06 00 00 80 3f
247100,55 0b 00 04 03 06 00 00 80 3f
248094,55 0a 00 04 03 07 01 01 01 9c
248590,55 0a 00 04 03 07 01 01 02 dc
249584,55 0a 00 04 03 07 01 01 03 1d
252067,55 0b 00 04 03 06 00 00 80 3f
257034,55 0b 00 04 03 06 00 00 80 3f
258524,55 0a 00 04 03 07 01 01 02 dc
259021,55 0a 00 04 03 07 01 01 03 1d
262001,55 0b 00 04 03 06 00 00 80 3f
263987,55 0a 00 04 03 07 01 01 02 dc
264484,55 0a 00 04 03 07 01 01 03 1d
267067,55 0b 00 04 03 06 00 00 80 3f
271934,55 0b 00 04 03 06 00 00 80 3f
272034,55 0a 00 04 03 07 01 01 01 9c
272431,55 0a 00 04 03 07 01 01 03 1d
276901,55 0b 00 04 03 06 00 00 80 3f
281868,55 0b 00 04 03 06 00 00 b8 41
282364,55 0a 00 04 03 07 01 01 02 dc
284848,55 0a 00 04 03 07 01 01 03 1d
286337,55 0a 00 04 03 07 01 01 02 dc
286834,55 0b 00 04 03 06 00 00 c8 42
286933,55 0a 00 04 03 07 01 01 01 9c
287430,55 0a 00 04 03 07 01 01 03 1d
289814,55 0a 00 04 03 07 01 01 02 dc
290410,55 0a 00 04 03 07 01 01 03 1d
291900,55 0b 00 04 03 06 00 00 80 3f
294284,55 0a 00 04 03 07 01 01 02 dc
295277,55 0a 00 04 03 07 01 01 01 9c
295774,55 0a 00 04 03 07 01 01 03 1d
296866,55 0b 00 04 03 06 00 00 80 3f
301733,55 0b 00 04 03 06 00 00 80 3f
306700,55 0b 00 04 03 06 00 00 80 3f
311667,55 0b 00 04 03 06 00 00 80 3f
316633,55 0b 00 04 03 06 00 00 80 3f
321600,55 0b 00 04 03 06 00 00 80 3f
324083,55 0a 00 04 03 07 01 01 01 9c
